Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Turkiye,TUR,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,8.731264559,10.64917873,9.667169743,7.781968476,5.931552153,21.38191666,20.65146257,24.78905463,29.36192301,38.04841454,38.88192817,41.12745408,44.14837377,46.82040992,57.18245042,60.38858184,67.98118919,80.81175671,86.71112613,91.16555904,100,115.7747752,135.7239326,157.856206,180.9153083,198.5180581,223.3109354,248.4719989,264.718298,244.2249933,263.380792,279.9407503,325.2460539,323.4688744,358.8554125,368.4581159,382.3985696,414.1665548,434.0658382,462.9790683,440.5337619,,
Turkiye,TUR,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,53.27974277,57.74193548,51.97247706,38.45906902,64.95867769,66.14334471,61.65236052,67.77777778,32.64210526,29.65517241,39.17878529,40.35947712,42.3136646,39.74276527,33.68606702,30.25362319,32.21188261,29.44387581,29.7528227,33.24979114,27.88180222,30.33949291,28.8531654,23.1292517,25.98792245,25.71902,33.40766002,37.68862063,36.38672229,40.89976553,47.02495202,47.84306434,42.84676834,46.69836593,47.40567417,40.64730187,43.64834927,44.08563691,45.91359737,25.85975337,23.65997282,21.72874094,28.79128056,30.1544016,34.53289978,34.87525041,34.84822052,38.2359118,45.40503222
Turkiye,TUR,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,0.320718409,0.353773585,0.403681576,0.507908867,0.664451827,0.660180681,0.883611763,0.781928758,0.830737279,0.530093725,0.507551374,0.548802947,0.280464089,0.366482153,0.471300949,0.567138473,0.994374115,0.757135341,0.486265235,1.684540482,1.830322791,0.706378681,0.704510229,1.087377711,1.141471853,0.882157552,0.379703329,0.070392953,0.112692389,0.025793291,0.144005143,0.66489592,5.19172328,7.705671947,8.709469478,10.5374509,7.707221004,8.309134551,8.15432871,9.969836862,11.3374054,12.17759739,11.80919675,12.26834958,14.30050614,15.85683067,18.01025186,19.60383878,22.08959651,19.39289724,17.74995163,15.15278382,16.3726226,15.07377341,15.01714844,14.61439335,12.11640614,12.9658638,14.28761056,15.825352,12.39339697,,
Turkiye,TUR,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1.453923455,1.356132075,0.984983045,0.740095777,0.221483942,0.225851286,0.317547977,0.390964379,0.661993769,0.514230571,0.431024781,0.209944751,0.283109976,0.193262073,0.202023946,0.317023441,0.436854027,0.478190742,0.443225219,0.427945133,0.265797196,0.307340225,0.237601756,0.186998489,0.305679434,0.17694594,0.389406758,0.416380186,0.259682461,0.360930356,0.808524959,0.845708921,0.594651346,0.521205927,0.70712086,1.133505753,0.977867331,0.788960793,0.793553014,0.735009629,1.04121162,1.171706362,1.410816852,1.413415937,1.441480687,1.484209449,1.561336284,1.853534903,1.785835725,2.23633606,2.789001066,3.492717543,3.072326692,3.137075039,3.456847502,3.21033826,3.384162224,3.105714968,3.721473343,3.614984578,2.64274959,,
Turkiye,TUR,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,,,,,,,0.358967279,0.173761946,0.16874351,0.404510423,0.202570393,0.068139963,0.382330762,0.447127314,0.484010189,0.781794158,0.292405641,0.252033432,0.359971046,0.202326458,0.254841865,0.262330837,0.378276541,0.621078801,0.818268797,1.418671832,1.720590222,1.820247404,1.58830939,1.378654552,2.557505069,1.771636161,1.450452498,0.865269971,3.069514817,2.860869122,2.562623176,2.861896049,3.237565672,3.632726086,3.932476823,3.825888548,4.309459278,5.573436127,6.614049846,8.01579496,9.248441216,10.3591493,10.26600429,11.50159857,11.84600139,11.6202191,11.46862217,12.35521303,13.08827369,14.89155302,15.75968535,13.92074142,12.42904924,12.04314839,13.24848771,,
Turkiye,TUR,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,2.99337182,2.987421384,3.649281447,3.294151792,5.943152455,9.398888117,6.212895209,6.429192007,7.307892004,6.577921134,6.232415764,8.870165746,7.774940798,9.897404085,18.33969678,17.19440587,19.0591946,18.60165435,14.02452411,17.92533463,28.12598631,34.08431087,34.15067883,26.28025392,20.85957582,21.02800713,16.40387303,13.57241098,14.10750827,15.67137615,14.20201416,13.28394455,11.25019033,6.179526486,10.02923545,8.363510139,9.148422855,7.491013961,5.952845012,6.058954395,7.4545297,8.595595832,7.117000485,6.155423778,5.870011392,6.291309118,5.999187683,4.690425429,5.851119245,5.41722485,5.521635696,3.623282292,4.459916027,4.885011151,4.520241418,4.184463382,5.333607377,6.255953524,6.068951465,6.838286583,9.895935563,,
Turkiye,TUR,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18108716,6.842075433,6.391211432,6.097623476,6.398030299,6.119947282,5.539812495,5.030735006,3.910621012,5.02477514,4.470659239,3.825902694,4.181303601,4.627938938,5.185975524,5.76494797,6.222560588,5.675721311,4.094245318,4.056914993,4.565127126,4.095226194,
Turkiye,TUR,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,72.85293974,101.9941156,147.6927778,184.1192477,267.5689787,92.7219233,78.15133535,83.44973097,82.78743152,68.87914302,72.85293974,70.86604138,68.87914302,64.90534631,68.87914302,80.80053316,76.164437,69.54144248,66.89224467,63.58074741,66.22994522,66.04752484,65.21413809,72.62610416,84.23154322,90.11650037,97.89249393,107.3521465,128.874954,103.6862421,112.3549646,129.086395,125.7364061,123.7464946,120.576889,100,91.53992568,98.29437896,104.8812643,100.6177621,94.34622946,116.2845799,
Turkiye,TUR,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,12.19,26.02,23.77,25.97,27.86,29.08,28.81,29.14,28.54,28.09,27.71,27.8,29.66,27.72,28.58,28.45,27.42,,29.37,,31.92,29.54,29.64,28.76,31.1,28.79,,
Turkiye,TUR,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.84,66.52,66.52,66.52,66.52,66.52,66.52,65,65,64.92,65,65,64.19,64.19,64.19,64.19,64.19,,65.02,,65.09,65.09,65.17,65.17,65.12,65.12,,
Turkiye,TUR,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34,,9.44,10.5,9.85,10.15,11.34,10.39,10.14,10.18,9.92,9.66,9.57,9.61,10,9.69,9.5,9.9,9.61,,10.79,,11.43,10.82,10.87,10.64,11.24,10.69,,
Turkiye,TUR,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.76,51.22,51.22,51.22,51.22,51.22,51.22,50.31,50.31,50.29,50.31,50.31,51.05,51.05,51.05,51.05,51.05,,51.99,,52.03,52.03,51.77,51.77,51.76,51.76,,
Turkiye,TUR,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.53,,8.65,6.05,5.88,5.62,6.64,5,4.75,4.64,4.5,4.29,4.29,4.31,4.26,4.3,4.37,4.35,4.29,,4.36,,4.39,4.39,4.42,4.41,4.42,4.44,,
Turkiye,TUR,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.51,46.97,46.97,46.97,46.97,46.97,46.97,46.14,46.14,46.14,46.14,46.14,47.26,47.26,47.26,47.26,47.26,,47.54,,47.57,47.57,47.18,47.18,47.18,47.18,,
Turkiye,TUR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3563000000,3517000000,4254000000,4509000000,5061000000,5817000000,5372000000,4585000000,5017000000,5331000000,5635000000,5698000000,5865000000,6068000000,5354000000,1639000000,,
Turkiye,TUR,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569000000,1680000000,2232000000,3081000000,3351000000,3733000000,5248000000,6221000000,9987000000,10476000000,9032000000,7762000000,9515000000,11571000000,11586000000,3551000000,,
Turkiye,TUR,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7727000,8614000,9689000,9753000,7487000,10428000,11619000,13256000,14030000,17517000,21125000,19820000,27215000,31138000,31760000,32997000,36769000,37715000,39861000,41627000,41114000,30907000,37970000,46113000,51747000,15971000,,
Turkiye,TUR,Urban population growth (annual %),SP.URB.GROW,,4.395564619,4.370188244,4.338763992,4.222913736,4.068828754,4.599942364,4.910119202,4.825276871,4.670585042,4.534123291,4.120662135,3.919773437,3.882146453,3.803469816,3.677693065,3.261622767,3.15611421,3.157033115,3.077557913,3.041638329,5.172439596,6.052406016,6.104847041,5.936020238,5.717517042,4.895635951,4.460836889,4.352856968,4.242007283,4.12063306,3.115921597,2.657139338,2.633449479,2.627127033,2.554085519,2.50224344,2.45428697,2.388145359,2.317313588,2.26122886,2.404867541,2.364464814,2.270137601,2.294218097,2.258258008,2.191743452,2.115809926,2.063867149,2.104324529,2.161659189,2.139372196,2.274782686,2.481386999,2.735902707,2.673020409,2.417431225,1.998140487,1.538914517,1.454690841,1.406140636,1.365605036,
Turkiye,TUR,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,43.1,,,,,47.3,,,,,71.4,,,,,78,,,,92,,,,,,
Turkiye,TUR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,,,,
Turkiye,TUR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.04104834,49.05169711,49.08000707,49.10369585,49.12543669,49.14845912,49.19138023,49.24064592,49.31632338,49.38167138,49.38712174,49.29515456,49.13590352,48.99693743,48.86178828,48.75017612,48.79806045,48.94845451,49.07003196,49.18981605,49.26993582,49.30995209,49.34565928,49.37908421,49.41067747,49.44030761,49.46743765,49.49217712,49.5155281,49.53761951,49.55850752,49.57846519,49.59822502,49.61792452,49.63679882,49.65500664,49.67111702,49.68408921,49.69404522,49.70008126,49.70486191,49.71056837,49.71707186,49.72500546,49.73337272,49.74171278,49.74975838,49.75714595,49.76429292,49.77137551,49.77797973,49.78516149,49.792928,49.79958438,49.80552238,49.81231993,49.82130945,49.83061604,49.83928497,49.84893932,49.86300658,49.8795311,
Turkiye,TUR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.1976013,313.0769348,308.5017395,322.0932922,365.0054321,353.7090454,368.4409485,494.3981323,505.8197632,576.7554932,620.968689,714.4862061,750.7476196,810.5178833,889.7883301,980.8424683,1097.172119,1168.598877,1156.512939,,,,,,,,
Turkiye,TUR,Age dependency ratio (% of working-age population),SP.POP.DPND,86.19132923,86.91912842,87.62986873,88.07769278,88.25863825,88.14735115,88.87233195,90.65567816,91.69732484,91.49612888,90.81835441,89.98900456,89.16405062,88.56698949,87.97622944,86.98821676,85.85853329,84.88483959,83.79882045,82.53133476,81.30491051,80.19594229,79.09084893,77.14951282,75.24237877,74.06048883,72.84774995,71.61838774,70.37880029,69.15891243,67.94895335,66.68134086,65.4225257,64.20595728,63.00433359,61.89578742,60.91238667,60.02265847,59.18037897,58.33611946,57.45772816,56.6120523,55.75168717,54.77294686,53.7811786,52.912513,52.16819563,51.5085936,50.87500264,50.17862833,49.44532861,48.71737082,47.99901108,47.34476107,46.77815836,46.40251713,46.11418835,45.96018115,46.30621149,46.74185858,46.82812122,46.75507763,
Turkiye,TUR,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.509023021,0.522675804,0.538753867,0.554320574,0.569399053,0.586551621,0.610740586,0.638578438,0.66340705,0.684786712,0.704482189,0.72675807,0.748502844,0.763798283,0.771800122,0.774513123,0.777965478,0.782200696,0.784183613,0.784343561,0.779626577,0.771382482,0.763423945,0.755257017,0.74737583,0.739979028,0.733228062,0.727533521,0.723019237,0.719860797,0.718464581,0.7193341,0.722142467,0.72625004,0.731292577,0.737396468,0.744645234,0.753111307,0.763150066,0.774931013,0.788987855,0.805080963,0.822986772,0.841979984,0.860489737,0.878055738,0.894643185,0.911136273,0.928412491,0.946901761,0.96765983,0.990137794,1.014623836,1.04202148,1.068782023,1.093753792,1.117033352,1.14100611,1.167488919,1.193822321,1.213563112,1.232723233,
Turkiye,TUR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.17453504,4.232616936,4.282128249,4.341353225,4.411091353,4.484129989,4.529959094,4.55093176,4.573757799,4.600511088,4.631185006,4.670324619,4.713269944,4.751210328,4.784966171,4.812066476,4.803003985,4.765360008,4.736139798,4.718481294,4.694327975,4.66427846,4.640373053,4.621003993,4.610062735,4.607799627,4.615170604,4.631960851,4.656366443,4.687943964,4.727185567,4.775353458,4.830807454,4.889562289,4.949799988,5.013057012,5.078668472,5.145938245,5.216169681,5.288897639,5.366724602,5.448987263,5.538571114,5.636139755,5.735496346,5.835888453,5.937323787,6.042099952,6.149070231,6.253142366,6.360124404,6.47765923,6.607480363,6.755687242,6.918341503,7.086226366,7.239264791,7.359729284,7.613920366,7.950830268,8.182095467,8.37874278,
Turkiye,TUR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.983288581,5.020560359,5.052686664,5.091451495,5.139260209,5.186515964,5.187442688,5.147032984,5.10231066,5.06086197,5.033504444,5.058074652,5.119274672,5.171019366,5.215733282,5.25288966,5.250686467,5.216706281,5.190654041,5.173273758,5.166223688,5.169111621,5.172067739,5.175273321,5.18680817,5.206675928,5.235392529,5.272882721,5.317961489,5.370026662,5.429036732,5.496695493,5.571475488,5.649037559,5.727927491,5.810948265,5.897379669,5.986295477,6.078765932,6.173366737,6.272581356,6.375303074,6.485142131,6.602880885,6.721586303,6.840758461,6.960204795,7.083245563,7.208862993,7.329934812,7.452754879,7.588232138,7.735134058,7.898366542,8.075738651,8.260727027,8.434452997,8.588695951,8.89157815,9.283011508,9.571418521,9.815724625,
Turkiye,TUR,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.186655874,2.220949289,2.248153756,2.268351746,2.280665403,2.286295244,2.287109862,2.281700352,2.269005076,2.249772079,2.224087816,2.189861295,2.152586689,2.120355756,2.09302504,2.074194038,2.069862485,2.074356953,2.081751833,2.093529484,2.101995523,2.107595939,2.115767691,2.125927699,2.140310846,2.159409561,2.18291863,2.209015131,2.234486703,2.257160043,2.276084247,2.291243454,2.303177908,2.312853459,2.32218713,2.334469201,2.351385954,2.372758823,2.39762439,2.423620018,2.449009407,2.471389155,2.492023191,2.511261605,2.527397502,2.547961997,2.585232883,2.642911761,2.721981912,2.826561703,2.934495928,3.005457149,2.987855566,3.066861543,3.199471189,3.242443506,3.320255969,3.479705448,3.551435479,3.573609929,3.700100749,3.846609928,
Turkiye,TUR,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.45244954,3.392344251,3.327636608,3.264673698,3.207304108,3.160017789,3.136741872,3.127078669,3.118318542,3.104310291,3.085024317,3.083006157,3.099468004,3.124525987,3.156733344,3.19674846,3.246684217,3.296738561,3.340184806,3.379316824,3.400744232,3.403763495,3.398654775,3.388687118,3.378608162,3.371906675,3.37171273,3.378424306,3.389704825,3.40252223,3.414681989,3.424293384,3.430752886,3.433243262,3.432171292,3.437619903,3.464412488,3.517701164,3.601540135,3.723317746,3.852940258,3.936092112,3.911338621,4.01129083,4.182222482,4.239054295,4.337699925,4.534492609,4.595581263,4.58158807,4.711909671,4.87459278,5.026680003,5.207226403,5.415136747,5.579170916,5.694251931,5.771612298,5.935924919,6.057989583,6.049567677,6.063094464,
Turkiye,TUR,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,4.501713244,4.503338157,4.504417668,4.509861235,4.513623514,4.523513226,4.524411042,4.519497188,4.500656513,4.483948754,4.483768174,4.483352615,4.486113639,4.48833254,4.496922684,4.514796391,4.525773383,4.525497955,4.524718345,4.521889524,4.512737469,4.495339955,4.475852784,4.456419882,4.434871093,4.422513077,4.438271944,4.488299775,4.578011619,4.716207959,4.86344062,4.953187778,4.907303131,5.008054636,5.191415214,5.235025259,5.327844643,5.537829733,5.579855794,5.531694625,5.662167927,5.832024433,5.998121246,6.212262079,6.470316572,6.675256346,6.812497699,6.889284458,7.05148707,7.156554761,7.106212387,7.083613356,7.114261408,7.034954124,6.950718257,6.999277254,7.057339401,7.113892156,7.167046333,7.240191759,7.322000514,7.38056739,
Turkiye,TUR,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.404899329,6.405360141,6.392514954,6.37130744,6.332208798,6.28960517,6.203624955,6.096337319,5.957457203,5.847377328,5.820360586,5.816548791,5.826965801,5.829453495,5.829051264,5.836675598,5.839908102,5.857904084,5.929244013,6.058432931,6.199921284,6.266352524,6.17316197,6.279298343,6.48792139,6.522903377,6.618282706,6.855970368,6.886547608,6.806395808,6.94322284,7.126702494,7.301767269,7.527804103,7.80130375,8.007195818,8.128537412,8.175943439,8.32200178,8.403713411,8.310050082,8.249747126,8.257371384,8.150983363,8.046182299,8.092611276,8.140277993,8.17565264,8.197487691,8.241166913,8.29244432,8.312937449,8.323973971,8.338085139,8.342196332,8.341169957,8.331931069,8.303764378,8.25602472,8.205379085,8.148944362,8.089659433,
Turkiye,TUR,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.418073019,8.341399833,8.261672758,8.173921349,8.082738956,8.048639515,8.013982769,7.98329674,7.967374172,8.060945995,8.274139131,8.404888432,8.315586292,8.434414855,8.655343782,8.64787903,8.681491277,8.877735452,8.83309833,8.661383449,8.766734299,8.926527963,9.096320127,9.351634511,9.664400155,9.893022259,10.01815802,10.05308546,10.20840408,10.2844429,10.14825884,10.05047755,10.02923083,9.862558065,9.68963005,9.691500021,9.693124826,9.680464915,9.653076734,9.649750791,9.654843359,9.625007508,9.580549056,9.543338159,9.488149817,9.42263153,9.348455157,9.266942764,9.184959358,9.107060778,9.021533504,8.928773438,8.843820749,8.776733132,8.746291696,8.725245837,8.702825084,8.654955716,8.558502667,8.437853624,8.303723637,8.175554105,
Turkiye,TUR,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,53.80035547,53.61528806,53.45317155,53.35483239,53.28293269,53.27621588,53.04198333,52.49287567,52.0589731,51.92982592,51.96365074,52.13774389,52.42294635,52.67608329,52.94575101,53.3432899,53.75727032,54.09483876,54.44148718,54.80233187,55.18645077,55.5815801,55.96049565,56.60505165,57.24876751,57.65103339,58.0653294,58.4885945,58.9195458,59.3485497,59.77957009,60.23737941,60.69725244,61.14765977,61.6012964,62.02744625,62.41215144,62.76702399,63.10863233,63.45607382,63.8225002,64.18027543,64.54930281,64.97407529,65.41106811,65.80041812,66.13882195,66.44341225,66.73921977,67.06419286,67.40900252,67.75788659,68.10691173,68.43068551,68.71921734,68.92151918,69.08339676,69.19126403,69.07627904,68.92723414,68.94369441,69.02477568,
Turkiye,TUR,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,9.280344599,9.269565054,9.323051494,9.457834192,9.669735194,9.882919393,9.962424787,9.78922554,9.861055232,10.07678702,10.07552763,10.13850749,10.3825653,10.31959315,10.08386687,10.16430253,10.35935472,10.56126302,10.77668944,10.97466457,11.12064326,11.23259036,11.25373647,11.41029121,11.47480848,11.29932891,11.1674654,11.12181795,10.91472078,10.70400543,10.69425915,10.69127982,10.6761281,10.64371871,10.62952479,10.61484571,10.55553667,10.47522411,10.39074737,10.28254929,10.174604,10.06794528,9.965746544,9.875478712,9.783269707,9.669022964,9.541385289,9.409591219,9.285348794,9.188207877,9.122100203,9.089837843,9.077908435,9.05107445,8.97995988,8.851846404,8.693379629,8.477232398,8.195071715,7.938957723,7.760106193,7.622995992,
